codice;descrizione;um;prezzo_listino;pz_conf;min_vend;prezzo_unitario;stato;note;pagina
606022C;CF VITI M 5X10 UNI EN ISO 7046/1/2 INOX;CF;21.75;100.0;1.0;0.218;Attivo - gestito;;2
619005C;CF ROND. PER M8 UNI EN ISO 7089 INOX;CF;11.91;100.0;1.0;0.119;Attivo - gestito;;2
620010C;CF AUTOF. TC 3.5X13 UNI EN ISO 7049 INOX;CF;11.81;100.0;1.0;0.118;Attivo - gestito;;2
620015C;CF AUTOF.TC 3.9X9.5 UNI EN ISO 7049 INOX;CF;6.79;100.0;1.0;0.068;Attivo - gestito;;2
620022C;CF AUTOF.TC 4.2X9.5 UNI EN ISO 7049 INOX;CF;25.49;100.0;1.0;0.255;Attivo - gestito;;2
620023C;CF AUTOF. TC 4.2X13 UNI EN ISO 7049 INOX;CF;16.22;100.0;1.0;0.162;Attivo - gestito;;2
620024C;CF AUTOF. TC 4.2X16 UNI EN ISO 7049 INOX;CF;7.78;100.0;1.0;0.078;Attivo - gestito;;2
620026C;CF AUTOF. TC 4.2X22 UNI EN ISO 7049 INOX;CF;17.55;100.0;1.0;0.176;Attivo - gestito;;2
620028C;CF AUTOF. TC 4.2X32 UNI EN ISO 7049 INOX;CF;18.99;100.0;1.0;0.19;Attivo - gestito;;2
620035C;CF AUTOF. TC 4.8X16 UNI EN ISO 7049 INOX;CF;15.33;100.0;1.0;0.153;Attivo - gestito;;2
620039C;CF AUTOF. TC 4.8X32 UNI EN ISO 7049 INOX;CF;15.54;100.0;1.0;0.155;Attivo - gestito;;2
621017C;CF.AUTOF.TSP 3.9X16 UNI EN ISO 7050 INOX;CF;19.98;100.0;1.0;0.2;Attivo - gestito;;2
621020C;CF AUTOF.TSP 3.9X25 UNI EN ISO 7050 INOX;CF;28.14;100.0;1.0;0.281;Attivo - gestito;;2
621024C;CF AUTOF.TSP 4.2X16 UNI EN ISO 7050 INOX;CF;17.0;100.0;1.0;0.17;Attivo - gestito;;2
621027C;CF AUTOF.TSP 4.2X25 UNI EN ISO 7050 INOX;CF;19.32;100.0;1.0;0.193;Attivo - gestito;;2
621037C;CF AUTOF.TSP 4.8X32 UNI EN ISO 7050 INOX;CF;17.66;100.0;1.0;0.177;Attivo - gestito;;2
621039C;CF AUTOF.TSP 4.8X25 UNI EN ISO 7050 INOX;CF;17.0;100.0;1.0;0.17;Attivo - gestito;;2
621049C;CF AUTOF.TSP 5.5X25 UNI EN ISO 7050 INOX;CF;24.75;100.0;1.0;0.248;Attivo - gestito;;2
699100C;CF AUTOF. 4.8X19 TESTA 1/2 TONDA TC ZINC;CF;19.32;100.0;1.0;0.193;Attivo - gestito;;2
699138C;CF AUTOF. TCEI 4.8X19 INOX;CF;60.03;100.0;1.0;0.6;Attivo - gestito;;2
699152C;CF AUTOF. TPS TORX TX25 5.5X45 INOX A2;CF;39.39;100.0;1.0;0.394;Attivo - gestito;;2
699157C;CF AUTOF.4.8X13 T.1/2 TONDA TC;CF;12.14;100.0;1.0;0.121;Attivo - gestito;;2
699203C;CF AUTOF 4.8X16 TESTA 1/2 TONDA TC;CF;13.91;100.0;1.0;0.139;Attivo - gestito;;2
699204C;CF AUTOF 4.8X50 TESTA 1/2 TONDA TC;CF;32.66;100.0;1.0;0.327;Attivo - gestito;;2
700044;SQUADRETTE ALLIN. DA 29.5;CF;9.88;10.0;1.0;0.988;Attivo - gestito;;2
700049;SQUADRETTE ALLIN. DA 44;CF;8.99;10.0;1.0;0.899;Attivo - gestito;;2
700050;SQUADRETTA D`ALLINEAMENTO PER K440 SV30;CF;8.94;10.0;1.0;0.894;Attivo - gestito;;2
700094;SQUADR. 14.6X34.2 PULSANTE ESTERNO;CF;73.5;50.0;1.0;1.47;Attivo - gestito;;2
700095;SQUADR. 14.6X42 PULSANTE ESTERNO;CF;59.03;50.0;1.0;1.181;Attivo - gestito;;2
700100;SQUADRETTA  14.5X36 PUL. INT.;CF;1.99;1.0;1.0;1.987;Attivo - gestito;;2
700102;SQUADR. 14.5X36 PUL. EST.;CF;363.15;250.0;1.0;1.453;Attivo - gestito;;2
700151;SQUADR. ALLIN. DA 18.5 AG;CF;5.36;10.0;1.0;0.536;Attivo - gestito;;2
700262;GRUPPO CHIUSURA INTERM.  PIAN;CF;25.49;10.0;1.0;2.549;Attivo - gestito;;2
700314;SQUADRETTE ALLINEAM. 18.1 X 2.5 SV30;CF;6.85;10.0;1.0;0.685;Attivo - gestito;;2
700319;CP TAPPI PERSIANE BATTENTE K575 45P;CF;12.59;10.0;1.0;1.259;Attivo - gestito;;2
700320;CP TAPPI INF. BATT.PERS. RUSTICA;CF;8.61;10.0;1.0;0.861;Attivo - gestito;;2
700321;CP TAPPI PERSIANA K549;CF;8.06;10.0;1.0;0.806;Attivo - gestito;;2
700322;TAPPI TERMINALI PERS. K496 K543;CF;8.22;20.0;1.0;0.411;Attivo - gestito;;2
700323;CP TAPPI INF. BATT.PERSIANA;CF;8.84;10.0;1.0;0.884;Attivo - gestito;;2
700324;CP TAPPI SUP. 2 ANTE PERSIANA;CF;7.68;10.0;1.0;0.768;Attivo - gestito;;2
700325;KIT SQUADRETTE ALLINEAM PERSIANA;CF;26.05;5.0;1.0;5.21;Attivo - gestito;;2
700326;CP CARRELLI PERSIANA SCORREVOLE;CF;15.56;1.0;1.0;15.556;Attivo - gestito;;2
700327;CP TAPPI SUPERIORI STULP K547 45P;CF;31.12;10.0;1.0;3.112;Attivo - gestito;;2
700328;TAPPO INFERIORE REVERSIB. STULP K547 45P;CF;14.24;10.0;1.0;1.424;Attivo - gestito;;2
700372;CP TAPPI PERSIANE BATTENTE K564 45P;CF;12.59;10.0;1.0;1.259;Attivo - gestito;;2
700373;CP TAPPI PERSIANE STIPITE K567 45P;CF;6.73;10.0;1.0;0.673;Attivo - gestito;;2
700374;CP TAPPI PERSIANE BATTENTE K568 45P;CF;13.13;10.0;1.0;1.313;Attivo - gestito;;2
700375;CP TAPPI AGG. ZOCCOLO BATT. K538 45P;CF;9.39;10.0;1.0;0.939;Attivo - gestito;;2
700376;"COPPIA DI TAPPI PER PERSIANE ""RUSTICO""";CF;10.93;20.0;1.0;0.547;Attivo - gestito;;2
700378;"PUNTALE Ø 5X113MM  45P""FI""";CF;4.19;10.0;1.0;0.419;Attivo - gestito;;2
700386;CP TAPPI GUIDA TAPPARELLA;CF;49.88;10.0;1.0;4.988;Attivo - gestito;;2
700400;"TAPPO-CERNIERA X ANTA SECONDARIA 45P""FI""";CF;25.49;10.0;1.0;2.549;Attivo - gestito;;2
700413;REGOLI NYLON PROF. APERTI;CF;44.7;100.0;1.0;0.447;Attivo - gestito;;2
701160;SQUAD.INT.K955-970-974 AW3;CF;156.73;50.0;1.0;3.135;Attivo - gestito;;2
701274;GRUPPO CHIUSURE  PERSIANA  45P;CF;13.07;2.0;1.0;6.536;Attivo - gestito;;2
701275;CATENACCIOLI METALLICI;CF;12.04;4.0;1.0;3.009;Attivo - gestito;;2
701276;PASSANTI SOTTOCERNIERA PERSIANA;CF;25.82;4.0;1.0;6.455;Attivo - gestito;;2
701280;COPPIA PUNTALI PERSIANA 45P;CF;10.43;1.0;1.0;10.433;Attivo - gestito;;2
701281;KIT MONTAGGIO SERRATURA 45P;CF;18.32;1.0;1.0;18.32;Attivo - gestito;;2
702222;RINVIO D`ANGOLO SPORGERE AW86 SL-SG50;CF;5.41;1.0;1.0;5.413;Attivo - gestito;;2
703035;VITI+ROND+TAPPO NERO MONT. SL60;CF;33.0;20.0;1.0;1.65;Attivo - gestito;;2
703036;PIASTRINE ISOLANTI PER ATTACCHI SL60;CF;97.43;100.0;1.0;0.974;Attivo - gestito;;2
703047;RONDELLE PER VITI PRESSORE SL60;CF;8.45;200.0;1.0;0.042;Attivo - gestito;;2
703090;CANALINO ADESIV. PER RITEGNO VETRO SG50;CF;95.56;100.0;1.0;0.956;Attivo - gestito;;3
703092;KIT BLOCCHETTO FISSAGGIO TELAI SG50;CF;59.81;50.0;1.0;1.196;Attivo - gestito;;3
703095;KIT RITEGNO VETROCAMERA SG50;CF;68.52;100.0;1.0;0.685;Attivo - gestito;;3
703096;CAMMES PER BLOCCAGGIO VETROCAMERA SG50;CF;72.82;50.0;1.0;1.456;Attivo - gestito;;3
704000;TAPPO DRENAGGIO MONTANTE SL50;CF;18.22;20.0;1.0;0.911;Attivo - gestito;;3
704010;COPRIGIUNTO DILATAZIONE MONTANTE SL50;CF;31.57;20.0;1.0;1.579;Attivo - gestito;;3
704011;COPRIGIUNTO INTERNO MONTANTI SL50;CF;5.74;20.0;1.0;0.287;Attivo - gestito;;3
704020;CAVALLOTTO A PULSANTE SL50;CF;411.35;250.0;1.0;1.645;Attivo - gestito;;3
704023;FLANGIA FINITURA TRAV. K740, K741 E K742;CF;42.27;50.0;1.0;0.845;Attivo - gestito;;3
704024;FLANGIA FINIT.TRAV. K743,K744,K745,K746;CF;59.15;50.0;1.0;1.183;Attivo - gestito;;3
704030;FLANGIA TENUTA PER PRESSORI SL50;CF;38.3;50.0;1.0;0.766;Attivo - gestito;;3
704033;GUARNIZIONE APPOGGIO TRAVERSI SL50;CF;61.69;100.0;1.0;0.617;Attivo - gestito;;3
704035;VITE AUTOPERFORANTE FISSAGGIO TRAV.SL50;CF;9.71;100.0;1.0;0.097;Attivo - gestito;;3
704050;GIUNTO DILATAZ. MONT. K732 SL50;CF;116.45;10.0;1.0;11.645;Attivo - gestito;;3
704051;GIUNTO DILATAZ. MONT. K733 SL50;CF;155.33;10.0;1.0;15.533;Attivo - gestito;;3
704052;GIUNTO DILAT 300MM X MONT. K734 SL/SG50;CF;176.01;10.0;1.0;17.601;Attivo - gestito;;3
704060;CP.ANGOLI PER GUARN. 809200+809201 SL50;CF;157.26;100.0;1.0;1.573;Attivo - gestito;;3
704061;CP.ANGOLI PER GUARN. 809202+809203 SL50;CF;171.08;100.0;1.0;1.711;Attivo - gestito;;3
704062;CP.ANGOLI PER GUARN. 809204+809205 SL50;CF;190.9;100.0;1.0;1.909;Attivo - gestito;;3
704063;CP.ANGOLI DX+SX PER 809615-809616 SG50;CF;19.43;20.0;1.0;0.971;Attivo - gestito;;3
704067;COPRIGIUNTO PRESSORE TRAV.RIBASS. SL50;CF;13.91;20.0;1.0;0.696;Attivo - gestito;;3
704068;TAPPO PER PRESSORE TRAV. RIBASSATO SL50;CF;59.7;50.0;1.0;1.194;Attivo - gestito;;3
704080;KIT MENSOLA FISSA TRAVERSO K741 SL50;CF;62.67;50.0;1.0;1.253;Attivo - gestito;;3
704081;KIT AGGIUNT.MENS.CASSETTO TRAV.K741 SL50;CF;49.99;50.0;1.0;1.0;Attivo - gestito;;3
704082;KIT MENSOLA FISSA TRAVERSO K742 SL50;CF;84.2;50.0;1.0;1.684;Attivo - gestito;;3
704083;KIT AGGIUNT.MENS.CASSETTO TRAV.K742 SL50;CF;53.41;50.0;1.0;1.068;Attivo - gestito;;3
704084;KIT MENSOLA FISSA TRAVERSO K743 SL50;CF;89.6;50.0;1.0;1.792;Attivo - gestito;;3
704085;KIT AGGIUNT.MENS.CASSETTO TRAV.K743 SL50;CF;54.73;50.0;1.0;1.095;Attivo - gestito;;3
704086;KIT MENSOLA FISSA TRAVERSO K744 SL50;CF;92.15;50.0;1.0;1.843;Attivo - gestito;;3
704087;KIT AGGIUNT.MENS.CASSETTO TRAV.K744 SL50;CF;71.95;50.0;1.0;1.439;Attivo - gestito;;3
704088;KIT MENSOLA FISSA TRAVERSO K745 SL50;CF;126.3;50.0;1.0;2.526;Attivo - gestito;;3
704089;KIT AGGIUNT.MENS.CASSETTO TRAV.K745 SL50;CF;73.5;50.0;1.0;1.47;Attivo - gestito;;3
704091;VITI AUTOF. TCCE (DIN912) 4,8 X 38 A2;CF;39.72;100.0;1.0;0.397;Attivo - gestito;;3
704100;SQUADR. A SPIN./CIANFR. X SPORGERE SL;CF;62.57;40.0;1.0;1.564;Attivo - gestito;;3
704101;SPINE X SQUADRETTA 704100 SL/SG50;CF;44.91;100.0;1.0;0.449;Attivo - gestito;;3
704103;SQUADR. EST. BATT. SPORGERE FACCIATA SL;CF;10.98;20.0;1.0;0.549;Attivo - gestito;;3
704104;SQUADRETTA A VITE X SPORGERE SL50;CF;89.82;40.0;1.0;2.246;Attivo - gestito;;3
704105;SUPPORTO VETRO SPORGERE SL50/SG50;CF;30.13;20.0;1.0;1.507;Attivo - gestito;;3
704106;SUPPORTO VETRO SPORGERE SG50;CF;59.36;20.0;1.0;2.968;Attivo - gestito;;3
704107;KIT SUPPORTO VETRO ESTERNO SG50;CF;23.79;10.0;1.0;2.379;Attivo - gestito;;3
704150;KIT BASE CHIUSURE SPORGERE FACCIATA SL;CF;7.62;1.0;1.0;7.618;Attivo - gestito;;3
704152;CHIUSURA SUPPLEMENTARE SPORG. FACC. SL;CF;38.96;10.0;1.0;3.896;Attivo - gestito;;3
704157;SPESSORI E KIT FISS. COMPASSI SPORG. IW;CF;13.81;1.0;1.0;13.807;Attivo - gestito;;3
704159;KIT DI FISSAGGIO COMPASSI SL50/SG50;CF;35.98;10.0;1.0;3.598;Attivo - gestito;;3
704160;CP.REGOLATORI PER COMPASSI 704165;CF;3.97;1.0;1.0;3.974;Attivo - gestito;;3
704161;CP.COMPASSI AP. SPORGERE 100KG SL50/SG50;CF;92.47;1.0;1.0;92.47;Attivo - gestito;;3
704162;CP.COMPASSI AP. SPORGERE 100KG SL50/SG50;CF;83.64;1.0;1.0;83.64;Attivo - gestito;;3
704164;CP.COMPASSI BIL. AP.SPORG. 90KG AW3/SL;CF;55.28;1.0;1.0;55.28;Attivo - gestito;;3
704165;CP.COMPASSI AP. SPORGERE 180KG SL50/SG50;CF;104.05;1.0;1.0;104.05;Attivo - gestito;;3
704167;ROSTRI PER FACCIATA;CF;40.28;10.0;1.0;4.028;Attivo - gestito;;3
704169;SUPPORTO VETRO 26X100 TRAVERSI SG50;CF;89.71;100.0;1.0;0.897;Attivo - gestito;;3
704170;SUPPORTO VETRO TRAVERSI 33X100 SL50/SG50;CF;74.71;100.0;1.0;0.747;Attivo - gestito;;3
704171;SUPPORTO VETRO TRAVERSI 39X100 SL50;CF;98.65;100.0;1.0;0.987;Attivo - gestito;;3
704172;SUPPORTO VETRO TRAVERSI 45X100 SL50;CF;107.47;100.0;1.0;1.075;Attivo - gestito;;3
704173;SUPPORTO VETRO TRAVERSI 51X100 SL50;CF;125.24;100.0;1.0;1.252;Attivo - gestito;;3
704175;SUPPORTO VETRO PER STRUTTURE MISTE SL50;CF;28.36;10.0;1.0;2.836;Attivo - gestito;;3
704176;SUPPORTO VETRO 400KG SL50;CF;40.17;10.0;1.0;4.017;Attivo - gestito;;3
704177;SUPPORTO VETRO 700KG SL50;CF;163.26;10.0;1.0;16.326;Attivo - gestito;;3
704180;TASSELLO VETRO 100X24X3 SL50-SG50;CF;11.04;100.0;1.0;0.11;Attivo - gestito;;3
704181;TASSELLO VETRO 100X28X3 SL50-SG50;CF;12.59;100.0;1.0;0.126;Attivo - gestito;;3
704182;TASSELLO VETRO 100X32X3 SL50-SG50;CF;13.68;100.0;1.0;0.137;Attivo - gestito;;3
704183;TASSELLO VETRO 100X36X3 SL50;CF;14.9;100.0;1.0;0.149;Attivo - gestito;;3
704184;TASSELLO VETRO 100X40X3 SL50;CF;16.66;100.0;1.0;0.167;Attivo - gestito;;3
704190;KIT MENSOLA FISSA TRAVERSO K746 SL50;CF;237.28;50.0;1.0;4.746;Attivo - gestito;;4
704191;KIT AGGIUNT.MENS.CASSETTO TRAV.K746 SL50;CF;155.01;50.0;1.0;3.1;Attivo - gestito;;4
704223;"CP BRACCI LIMITATORI A SCATTO 12""";CF;31.01;1.0;1.0;31.01;Attivo - gestito;;4
704250;KIT SQUADRETTE  E CERNIERE PER ABBAINO;CF;171.61;1.0;1.0;171.61;Attivo - gestito;;4
708224;PROLUNGA ASTA SER. ARG. L=1000 SC140/170;CF;23.84;1.0;1.0;23.84;Attivo - gestito;;4
708225;SPES. 20.5MM X SER. SC140/170/180 +VITE;CF;13.35;10.0;1.0;1.335;Attivo - gestito;;4
708226;ASTA COL. L=1700 CARR.SC.ALZ. SC140/170;CF;10.6;1.0;1.0;10.598;Attivo - gestito;;4
708227;ASTA COL. L=3192 F. CO.SC.ALZ. SC140/170;CF;15.89;1.0;1.0;15.887;Attivo - gestito;;4
708680;SQUADRETTA CENTRALE TELAIO K2400 SC156;CF;31.01;10.0;1.0;3.101;Attivo - gestito;;4
708681;GUARNIZIONE X FISSAGGIO PROF K2415 SC156;CF;40.05;50.0;1.0;0.801;Attivo - gestito;;4
708682;KIT GIUNZIONE TELAIO A  90° SC156;CF;254.85;10.0;1.0;25.485;Attivo - gestito;;4
708729;MECC POR. ALZ.SC. ANTA H=2114-2612 SC156;CF;163.26;1.0;1.0;163.26;Attivo - gestito;;4
709076;TAPPI SP. E SO. DX X K2413 RAL7035 SC156;CF;5.13;1.0;1.0;5.134;Attivo - gestito;;4
709086;TAPPI SP. E SO. SX X K2413 RAL7035 SC156;CF;5.13;1.0;1.0;5.134;Attivo - gestito;;4
709096;TAPPI SP. E SO. DX X K2404 RAL7035 SC156;CF;6.08;1.0;1.0;6.075;Attivo - gestito;;4
709106;TAPPI SP. E SO. SX X K2404 RAL7035 SC156;CF;6.08;1.0;1.0;6.075;Attivo - gestito;;4
709116;TAPPI SP. DX E CEN. INF.2A RAL7035 SC156;CF;7.68;1.0;1.0;7.68;Attivo - gestito;;4
709126;TAPPI SP. SX E CEN. INF.2A RAL7035 SC156;CF;7.68;1.0;1.0;7.68;Attivo - gestito;;4
709136;TAPPI SP. E SO. DX-ANTA C. RAL7035 SC156;CF;9.94;1.0;1.0;9.936;Attivo - gestito;;4
709146;TAPPI SP. E SO. SX-ANTA C. RAL7035 SC156;CF;9.94;1.0;1.0;9.936;Attivo - gestito;;4
709150;TAPPI ANTA E FIN.TEL. A.P. DX NERO SC156;CF;5.86;1.0;1.0;5.858;Attivo - gestito;;4
709160;TAPPI ANTA E FIN.TEL. A.P. SX NERO SC156;CF;5.86;1.0;1.0;5.858;Attivo - gestito;;4
709170;TAPPI AN-FIN.TEL. DX TA.CE.S. NERO SC156;CF;11.81;1.0;1.0;11.809;Attivo - gestito;;4
709180;TAPPI AN-FIN.TEL. SX TA.CE.S. NERO SC156;CF;11.81;1.0;1.0;11.809;Attivo - gestito;;4
709190;TAPPI AN-FIN.TEL. DX T.C.S.2A NERO SC156;CF;17.99;1.0;1.0;17.988;Attivo - gestito;;4
709200;TAPPI AN-FIN.TEL. SX T.C.S.2A NERO SC156;CF;17.99;1.0;1.0;17.988;Attivo - gestito;;4
709232;CAVALLOTTO PER K2404 SC156;CF;8.94;4.0;1.0;2.236;Attivo - gestito;;4
709233;CLIP DI RITEGNO PROF. DI FIN. ANTA SC156;CF;10.65;50.0;1.0;0.213;Attivo - gestito;;4
709235;TAPPO GUIDA ANTA SC156;CF;3.26;1.0;1.0;3.26;Attivo - gestito;;4
709236;TAPPI AD ESPANSIONE  SC156;CF;3.1;1.0;1.0;3.095;Attivo - gestito;;4
709239;CLIP DI FERMO PER K2421 SC156;CF;8.73;4.0;1.0;2.181;Attivo - gestito;;4
709240;TAPPO DI FINITURA COLO. RID. K1459 SC156;CF;5.13;20.0;1.0;0.257;Attivo - gestito;;4
709242;KIT RINFORZO LATO EST. X ANTIEFF. SC156;CF;28.03;4.0;1.0;7.008;Attivo - gestito;;4
709245;KIT DRENAGGI 2 ANTE SC156;CF;20.97;10.0;1.0;2.097;Attivo - gestito;;4
709246;PIASTRINA ANTIFORO SC156;CF;11.15;1.0;1.0;11.147;Attivo - gestito;;4
709247;KIT RINFORZO LATO EST.  MAN XANT. SC156;CF;14.68;1.0;1.0;14.676;Attivo - gestito;;4
709248;KIT RINF. LATO EST. CENT.SUP.ANT. SC156;CF;20.19;1.0;1.0;20.19;Attivo - gestito;;4
709249;ROSTRI ANTIEFFRAZIONE LABIRINTO SC156;CF;72.82;4.0;1.0;18.205;Attivo - gestito;;4
709250;TAPPI FINITURA 4 ANTE NODO CENTR. SC156;CF;3.1;1.0;1.0;3.095;Attivo - gestito;;4
709260;TAPPO CENTRALE PICCOLO INFERIO. DX SC156;CF;1.34;1.0;1.0;1.335;Attivo - gestito;;4
709270;TAPPO CENTRALE PICCOLO INFERIO. SX SC156;CF;1.34;1.0;1.0;1.335;Attivo - gestito;;4
709280;TAPPO CENTRALE MAGG. INFERIORE DX SC156;CF;1.55;1.0;1.0;1.553;Attivo - gestito;;4
709290;TAPPO CENTRALE MAGG. INFERIORE SX SC156;CF;1.55;1.0;1.0;1.553;Attivo - gestito;;4
709300;COPPIA TAPPI TUBOLAR. SOGLIA K2411 SC156;CF;6.57;4.0;1.0;1.643;Attivo - gestito;;4
709609;TAPPI PARACOLPO PER SCOR.SC95;CF;7.95;2.0;1.0;3.975;Attivo - gestito;;4
709616;TAPPO COPRIFORO D=10,3MM NERO;CF;9.71;100.0;1.0;0.097;Attivo - gestito;;4
709617;TAPPO COPRIFORO D=10,3MM BIANCO;CF;14.13;100.0;1.0;0.141;Attivo - gestito;;4
709636;KIT ACC. 2 ANTE SC70 (SENZA MANIGLIE);CF;46.49;1.0;1.0;46.49;Attivo - gestito;;4
709637;KIT ACC. 3 ANTE SC70 (SENZA MANIGLIE);CF;63.67;1.0;1.0;63.67;Attivo - gestito;;4
709638;KIT ACC. 4 ANTE SC70 (SENZA MANIGLIE);CF;87.06;1.0;1.0;87.06;Attivo - gestito;;4
709639;KIT ACC. 6ANTE SC70 3VIE SENZA MANIGLIE;CF;140.12;1.0;1.0;140.12;Attivo - gestito;;4
709646;KIT AGGIUNTIVO 3 ANTE 3 VIE SC70;CF;5.74;1.0;1.0;5.744;Attivo - gestito;;4
709647;POZZETTI SUPPLEMENTARI PER SC70;CF;8.34;20.0;1.0;0.417;Attivo - gestito;;4
709649;MASCHERINA DRENAGGIO SC70;CF;6.08;20.0;1.0;0.304;Attivo - gestito;;4
709653;KIT CATENACCIO 3 ANTA CENTRALE SC70;CF;16.29;1.0;1.0;16.291;Attivo - gestito;;4
709998;MOLLA DI RITEGNO PER SL50;CF;68.03;100.0;1.0;0.68;Attivo - gestito;;4
710004;SQUADRETTA SPIN. BATT. MEDIA;CF;29.14;10.0;1.0;2.914;Attivo - gestito;;4
710005;SQUADRETTA A SPINARE BATTENTE MAGG. IWL;CF;46.24;10.0;1.0;4.624;Attivo - gestito;;4
710022;SQUADRETTA ESTERNA STIP.GRANDE;CF;15.23;10.0;1.0;1.523;Attivo - gestito;;4
710023;SQUADRETTA EST.BATT.PICCOLA;CF;11.15;10.0;1.0;1.115;Attivo - gestito;;4
710024;SQUADRETTA EST.BATT.MEDIA;CF;15.56;10.0;1.0;1.556;Attivo - gestito;;4
710036;SQUADRETTA ESTERNA STIP. PICCOLA 50IWS;CF;19.32;20.0;1.0;0.966;Attivo - gestito;;4
710041;SQUADRETTA DI ALLIN.INT.BATT.;CF;2.49;10.0;1.0;0.249;Attivo - gestito;;4
710055;SQUADR. ALLINEAM. EST. BATT. 56IW;CF;12.92;20.0;1.0;0.646;Attivo - gestito;;5
710083;1 SQUADR.PULS.BATT. PICCOLA 45 N;CF;94.9;60.0;1.0;1.582;Attivo - gestito;;5
710084;1 SQUADR.PULS.BATT. PORTE INTERNE;CF;121.37;60.0;1.0;2.023;Attivo - gestito;;5
710087;SQUADR.PULS.TUB.32.4 L=41.6 50PI SCRIGNO;CF;71.24;10.0;1.0;7.124;Attivo - gestito;;5
710103;SQUADR CIANF EST BATT TUB 10.4 L=7.5;CF;9.06;10.0;1.0;0.906;Attivo - gestito;;5
710121;SQUADR. ANGOLO VARIABILE TUB=30 H=14,6;CF;52.42;10.0;1.0;5.242;Attivo - gestito;;5
710123;SQUADR. ANGOLO VARIABILE TUB=46,5 H=14,6;CF;97.81;10.0;1.0;9.781;Attivo - gestito;;5
710132;SQUADRETTA A TIRARE MAGG. BLINDALL60;CF;55.94;10.0;1.0;5.594;Attivo - gestito;;5
710133;SQUADR. A TIRARE BLINDALL60;CF;46.45;10.0;1.0;4.645;Attivo - gestito;;5
710180;SQUADRETTA ALLINEAMENTO P.INTERNE;CF;27.59;20.0;1.0;1.38;Attivo - gestito;;5
710181;SQUADRETTA PER K723 E K724 50PI;CF;24.28;20.0;1.0;1.214;Attivo - gestito;;5
710182;SQUADRETTA FISS. IMBOTTE PORTE SCRIGNO;CF;16.5;10.0;1.0;1.65;Attivo - gestito;;5
710183;GUIDA PORTA SCORREVOLE SERIE 50PI;CF;4.65;10.0;1.0;0.465;Attivo - gestito;;5
710184;MOLLETTA PER IMBOTTE PORTE SCORREVOLI PI;CF;9.27;50.0;1.0;0.185;Attivo - gestito;;5
710185;KIT SQUADRETTE 1 ANTA PORTE INT. VETRATE;CF;29.47;1.0;1.0;29.47;Attivo - gestito;;5
710186;KIT SQUADR.1ANTA PORTE INT.SCORR.VETRATE;CF;29.02;1.0;1.0;29.02;Attivo - gestito;;5
710190;CERN. AMBIDESTRE PORTE INT.VETRATE GR;CF;30.56;1.0;1.0;30.56;Attivo - gestito;;5
710196;CERN.AMBIDESTRE PORTE INT.VETR.SP.GR.OX;CF;53.07;1.0;1.0;53.07;Attivo - gestito;;5
710205;CP COPRIGIUNTI GIUNZIONE TRAV/STIP 77IW;CF;6.52;20.0;1.0;0.326;Attivo - gestito;;5
710219;COPPIA CAVALLOTTI EST. X K1518/1519 56IW;CF;51.32;10.0;1.0;5.132;Attivo - gestito;;5
710230;COPPIA SQUADRETTE DI ALLINEAMENTO 77IS;CF;33.54;10.0;1.0;3.354;Attivo - gestito;;5
710241;COPPIA CAVALL.STIP. 16.4 45N;CF;22.63;10.0;1.0;2.263;Attivo - gestito;;5
710260;VITI AUTOF. TCEI 8X30 TROPICALIZZAT;CF;22.5;100.0;1.0;0.225;Attivo - gestito;;5
710263;KIT PER GIUNZ. A T SERIE BLINDALL 60;CF;26.49;2.0;1.0;13.245;Attivo - gestito;;5
710264;KIT PER GIUNZ. A CROCE BLINDALL 60;CF;31.67;2.0;1.0;15.835;Attivo - gestito;;5
710290;SQUADRETTA PER K703;CF;16.12;10.0;1.0;1.612;Attivo - gestito;;5
710292;INCONTRO PER PORTA VETRATA SERIE 50PI GR;CF;17.14;5.0;1.0;3.428;Attivo - gestito;;5
710301;COPPIA MANIGLIE TRASCIN. PORTE SC VETRAT;CF;57.94;1.0;1.0;57.94;Attivo - gestito;;5
710390;SQUADR. EST.TUB.7.5 L=5 BATT. K2097 77IS;CF;114.73;200.0;1.0;0.574;Attivo - gestito;;5
710392;SPINA D3 CON GAMBO;CF;64.67;400.0;1.0;0.162;Attivo - gestito;;5
710400;VITE AUTOF. PER SQUADRETTE 5X14 D8;CF;15.23;100.0;1.0;0.152;Attivo - gestito;;5
710401;SPINA 8X14 SAGOMATA PER SQUADRETTE;CF;11.26;100.0;1.0;0.113;Attivo - gestito;;5
710404;SQUADRA A CIANFR.SPIN.AVVIT.BATT. 24.4;CF;105.05;50.0;1.0;2.101;Attivo - gestito;;5
710407;SQUADRA A CIANFR.SPIN.AVVIT.STIP. 14.6;CF;104.16;100.0;1.0;1.042;Attivo - gestito;;5
710408;SQUADRA A CIANFR.SPIN.AVVIT.BATT. 14.6;CF;104.16;100.0;1.0;1.042;Attivo - gestito;;5
710409;SPINA D=5 PER SQUADRETTE ESTERNE;CF;74.16;400.0;1.0;0.185;Attivo - gestito;;5
710410;SQUADRETTA EST.STIP.GRANDE TUB=29.8;CF;71.73;100.0;1.0;0.717;Attivo - gestito;;5
710411;SQUADRETTA EST.STIP.PICCOLO TUB=13.7;CF;61.79;100.0;1.0;0.618;Attivo - gestito;;5
