Codice;Prezzo;Unità
372385;63.61;100
372386;63.61;100
372387;63.61;100
372388;63.61;100
372389;73.15;100
372390;63.61;100
372391;63.61;100
372393;32.19;100
372394;32.19;100
372395;90.26;100
372396;90.26;100
372397;90.26;100
372398;90.26;100
372399;37.02;100
372400;37.02;100
372401;37.02;100
372402;1.23;1
372403;1.23;1
372404;1.23;1
372405;1.42;1
372406;1.23;1
372407;1.45;1
372408;3.02;1
372409;3.02;1
372410;1.23;1
372411;1.42;1
372414;1.23;1
372415;1.23;1
372416;1.42;1
372418;1.23;1
372419;1.42;1
372420;5.20;1
372422;2.75;1
372423;90.26;100
372424;37.02;100
372425;37.02;100
372427;90.26;100
372428;37.02;100
372429;37.02;100
372431;43.10;100
372432;32.19;100
372433;37.02;100
372434;37.02;100
372435;1.05;1
372436;1.05;1
372437;90.26;100
372439;37.02;100
372440;1.04;1
372442;90.26;100
372444;37.02;100
372445;90.26;100
372446;37.02;100
372447;37.02;100
372448;90.26;100
372450;32.19;100
372451;37.02;100
372454;1.04;1
372461;65.67;100
372462;65.67;100
372463;65.67;100
372464;65.67;100
372465;65.67;100
372466;65.67;100
372467;65.67;100
372468;65.67;100
372469;57.10;100
372470;57.10;100
372474;73.03;100
372475;73.03;100
372476;73.93;100
372477;73.93;100
372478;65.67;100
372479;65.67;100
372480;65.67;100
372481;65.67;100
372482;37.02;100
372483;90.26;100
372484;37.02;100
372485;90.26;100
372486;32.19;100
372487;90.26;100
372488;90.26;100
372489;37.02;100
372490;90.26;100
372491;37.02;100
372492;43.10;100
372493;43.10;100
372494;1.05;1
372495;1.05;1
372496;37.02;100
372497;1.04;1
372498;1.04;1
372499;65.67;100
372500;65.67;100
372501;32.19;100
372503;37.02;100
372507;90.26;100
372508;65.67;100
372509;65.67;100
372510;90.26;100
372512;2.49;1
372513;2.49;1
372516;90.26;100
372522;1.38;1
372523;1.02;1
372524;1.02;1
372525;32.19;100
372526;3.07;1
372527;1.22;1
372528;0.85;1
372531;32.11;100
372532;90.26;100
372539;58.69;100
372540;90.26;100
372544;1.04;1
372545;37.02;100
372546;57.10;100
372549;3.86;1
372550;90.26;100
372552;57.10;100
372554;32.19;100
372555;3.02;1
372556;3.02;1
372557;65.67;100
372558;65.67;100
372559;65.67;100
372561;1.36;1
372562;1.36;1
372564;65.67;100
372565;65.67;100
372572;90.26;100
372573;90.26;100
372574;90.26;100
372578;58.69;100
372581;73.93;100
372582;73.93;100
372583;1.04;1
372584;6.74;1
372586;1.04;1
372587;37.02;100
372588;65.67;100
372589;65.67;100
372590;56.95;100
372591;56.95;100
372592;37.02;100
372593;3.07;1
372598;1.07;1
372601;65.67;100
372604;32.19;100
372609;65.67;100
372616;1.04;1
372619;37.02;100
372620;58.69;100
372625;2.49;1
372636;37.02;100
372640;2.49;1
372644;1.04;1
372656;70.78;100
372657;70.78;100
372658;8.09;1
372659;1.94;1
372660;1.64;1
372672;1.57;1
372674;1.37;1
372682;32.19;100
372684;65.67;100
372685;65.67;100
372697;5.70;1
372706;2.41;1
372712;3.12;1
372714;2.39;1
372715;90.88;100
372717;35.76;100
372718;6.63;1
372719;5.73;1
372720;7.32;1
372721;1.07;1
372723;1.07;1
372724;1.07;1
372725;1.23;1
372726;1.23;1
372727;1.07;1
372728;1.07;1
372729;1.07;1
372730;1.07;1
372731;1.07;1
372733;1.07;1
372736;6.25;1
372737;6.25;1
372738;5.63;1
372739;22.39;1
372740;25.57;1
372741;50.52;1
372742;50.88;1
372743;51.38;1
372748;26.61;100
372749;72.78;100
372750;23.58;100
372752;1.32;1
372753;1.69;1
372770;35.76;100
372774;35.76;100
372777;35.76;100
372789;3.20;1
372790;124.26;100
372791;35.76;100
372826;2.19;1
372827;2.39;1
372854;1.62;1
372900;1.60;1
372926;32.95;100
372947;0.67;1
372968;10.35;1
372993;6.55;1
373006;1.47;1
373007;1.55;1
373020;1.21;1
373056;20.84;100
373057;20.84;100
373067;0.91;1
373071;1.04;1
373106;79.06;100
373107;79.06;100
373108;2.49;1
373130;2.19;1
373132;1.77;1
373133;2.38;1
373141;3.77;1
373144;49.08;100
373145;1.45;1
373147;5.63;1
373235;18.02;100
373236;18.02;100
373322;42.37;100
373323;23.52;100
373324;23.52;100
373441;48.83;100
373447;0.47;1
373448;0.47;1
373449;4.34;1
373641;2.10;1
373646;20.82;1
373738;31.81;1
373739;31.05;1
373740;31.22;1
373741;31.30;1
373746;16.66;1
373761;63.30;100
373762;63.30;100
373764;2.19;1
373794;4.68;1
373824;0.99;1
373837;63.61;100
373861;40.80;100
373914;76.44;1
373915;108.29;1
373916;110.64;1
373917;156.74;1
373918;110.64;1
373919;156.74;1
37537;6.91;1
37538;9.53;1
37571;14.65;1
37607;1.30;1
37884;1.56;1
38024;2.55;1
38162;2.83;1
38163;4.34;1
38282;2.33;1
385049;79.06;100
385050;79.06;100
385051;79.06;100
385052;1.58;1
385053;79.06;100
385054;79.06;100
385055;1.04;1
385057;79.06;100
385058;1.04;1
385059;1.04;1
385060;1.04;1
385061;79.06;100
385062;79.06;100
385063;1.58;1
385064;1.04;1
385066;1.04;1
385067;1.04;1
385069;79.06;100
385072;79.06;100
385073;1.04;1
385074;79.06;100
385075;79.06;100
385076;79.06;100
385077;79.06;100
385078;79.06;100
385079;79.06;100
385081;79.06;100
385084;47.03;100
385085;47.46;100
385086;2.91;1
385087;2.10;1
385088;1.69;1
385090;1.82;1
385091;10.41;1
385093;2.39;1
385094;2.39;1
385097;28.16;100
385098;4.44;1
385099;1.63;1
385100;1.32;1
385101;83.57;100
38593;49.50;100
38734;10.77;100
38754;16.50;1
38755;16.66;1
38924;2.76;1
39013;41.66;100
39014;41.66;100
39020;32.11;100
39029;41.66;100
39589;4.34;1
39827;9.73;1
40001;5.77;100
40002;11.11;100
40011;18.46;100
40013;15.00;100
40017;3.40;100
40044;9.47;100
40058;7.82;100
40107;31.42;100
40116;31.42;100
40157;50.78;100
40226;1.37;1
40227;1.39;1
40232;1.67;1
40234;4.03;1
40304;89.90;100
40305;1.11;1
40306;1.61;1
40313;63.55;100
40318;40.30;100
40319;41.92;100
40323;1.76;1
40341;8.74;100
40343;1.36;1
40344;1.36;1
40345;1.36;1
40346;1.36;1
40349;20.37;100
40363;9.30;100
40365;12.40;100
40370;12.40;100
40377;55.80;100
40378;1.23;1
40407;1.76;1
40418;17.70;100
40427;80.60;100
40430;58.84;100
40436;28.78;100
40456;28.31;100
40460;4.02;1
40462;4.02;1
40485;21.64;100
40486;19.97;100
40489;4.02;1
40490;4.02;1
40498;1.36;1
40499;1.36;1
40503;4.02;1
40505;4.02;1
40506;1.36;1
40508;6.43;1
40522;32.33;100
40551;0.64;1
40553;0.64;1
40642;14.17;100
40644;12.84;100
40680;1.67;1
40704;13.81;100
40720;32.79;100
40734;21.90;100
40737;0.64;1
40745;0.97;1
40746;0.97;1
40747;0.97;1
40756;21.90;100
40757;21.90;100
40758;2.33;1
40759;2.33;1
40760;2.33;1
40761;2.33;1
40762;2.33;1
40763;2.33;1
40764;2.33;1
40892;5.76;100
410007;9.19;100
41017;36.88;100
41103;50.36;100
41115;16.47;100
41116;16.47;100
41117;16.47;100
41138;13.28;100
41149;18.37;100
41193;13.81;100
41198;90.76;100
41202;0.97;1
41203;0.97;1
41204;0.97;1
41205;0.97;1
41227;43.40;100
41231;8.74;100
41233;8.74;100
41250;32.95;100
41251;32.95;100
41262;1.86;1
41263;28.83;100
41272;31.42;100
41295;10.00;100
41339;8.74;100
41340;8.74;100
41342;8.74;100
41343;8.74;100
41483;95.49;100
41490;18.48;100
41514;26.35;100
41521;20.59;100
41532;28.41;100
41537;11.27;1
41574;0.97;1
41576;0.97;1
41578;6.91;100
41582;8.74;100
41583;8.74;100
41587;0.97;1
41612;0.97;1
41613;0.97;1
41614;0.97;1
41615;0.97;1
41642;8.74;100
41695;2.33;1
41697;2.33;1
41698;21.90;100
41699;21.90;100
41701;21.90;100
41730;1.70;1
41731;70.67;100
41740;8.74;100
41741;8.74;100
41742;8.74;100
41743;8.74;100
41752;8.74;100
41760;0.64;1
41762;8.74;100
41763;0.64;1
41764;8.74;100
41769;0.64;1
41770;8.74;100
41771;0.64;1
41810;71.96;100
41811;31.66;100
41823;2.31;100
41882;51.81;100
41910;22.82;100
41925;25.91;100
42048;21.90;100
42049;21.90;100
42057;21.90;100
42058;21.90;100
42060;21.90;100
42061;21.90;100
42063;21.90;100
42064;21.90;100
42083;8.74;100
42084;8.74;100
42087;8.74;100
42093;8.74;100
42094;0.64;1
42095;21.90;100
42096;21.90;100
42097;8.74;100
42098;0.64;1
42099;21.90;100
42103;21.90;100
42105;8.74;100
42106;0.64;1
42107;21.90;100
42108;21.90;100
42120;62.00;100
42122;58.84;100
42123;1.36;1
42124;1.36;1
42126;1.36;1
42127;1.36;1
42128;57.14;100
42129;44.22;100
42130;5.97;1
42131;1.36;1
42132;1.36;1
42137;1.36;1
42146;69.08;100
42166;8.74;100
42185;8.74;100
42186;8.74;100
42187;12.83;100
42188;8.74;100
42189;8.74;100
42190;12.83;100
42191;8.74;100
42192;8.74;100
42193;12.83;100
42194;8.74;100
42195;8.74;100
42196;12.83;100
42207;8.74;100
42208;8.74;100
42209;12.83;100
42215;8.74;100
42240;7.85;1
42278;7.61;1
42279;99.20;100
42284;8.74;100
42285;8.74;100
42288;8.74;100
42306;46.06;100
42308;43.18;100
42446;3.35;1
42452;23.46;100
42454;13.98;100
42465;0.59;1
42487;43.23;100
42496;1.66;1
42497;104.43;100
42505;2.88;1
42586;15.30;100
42598;8.74;100
42599;8.74;100
42600;2.02;1
42603;24.80;100
42604;24.80;100
42686;1.16;1
42701;8.23;100
42711;5.77;100
42714;8.74;100
42723;8.74;100
42808;15.23;100
42814;18.94;100
42844;16.45;100
42845;8.87;100
42911;6.59;100
42922;16.88;100
42929;51.15;100
42932;53.84;100
43509;59.91;100
43518;12.83;100
43519;12.83;100
43524;32.95;100
43539;15.23;100
43548;17.07;100
43551;16.26;100
43552;16.26;100
43553;8.74;100
43554;8.74;100
43556;26.54;100
43558;32.69;100
43559;27.69;100
43561;28.46;100
43564;8.74;100
43565;8.74;100
43566;8.74;100
43567;8.74;100
43568;8.74;100
43569;8.74;100
43586;18.31;100
43587;8.74;100
43588;8.74;100
43590;8.74;100
43591;0.64;1
43592;21.90;100
43593;21.90;100
43595;8.74;100
43596;12.83;100
43597;8.74;100
43598;8.74;100
43601;8.74;100
43602;0.64;1
43603;21.90;100
43604;21.90;100
43606;8.74;100
43607;12.83;100
43608;8.74;100
43609;8.74;100
43613;16.26;100
43614;1.76;1
43618;8.74;100
43622;8.74;100
43623;8.74;100
43625;17.28;100
43626;8.74;100
43627;34.17;100
43647;1.52;1
43648;30.06;100
43649;23.87;100
43701;8.74;100
43702;31.42;100
43709;34.38;100
43712;1.76;1
43718;11.01;100
43727;8.74;100
43728;8.74;100
43729;0.64;1
43730;0.64;1
43731;21.90;100
43732;21.90;100
43733;21.90;100
43734;21.90;100
43735;8.74;100
43736;8.74;100
43737;12.83;100
43738;12.83;100
43739;8.74;100
43740;8.74;100
43743;8.74;100
43744;8.74;100
43747;19.00;100
43760;8.74;100
43761;8.74;100
43788;0.68;1
43789;33.98;100
43791;23.74;100
43800;8.74;100
43801;8.74;100
43802;0.64;1
43803;21.90;100
43804;8.74;100
43823;1.06;1
43832;13.00;100
43922;14.36;100
43940;8.74;100
43957;57.57;100
43992;12.83;100
44063;54.76;100
44072;58.05;100
44102;8.74;100
44108;34.54;100
44109;1.25;1
441296;31.42;100
441311;22.24;100
441422;13.98;100
441536;135.21;1
441537;135.21;1
441538;187.03;1
441539;187.03;1
441540;187.03;1
441541;187.03;1
441542;196.19;1
441543;196.19;1
441593;91.46;1
441599;193.87;1
441600;194.35;1
441601;210.55;1
441603;271.96;1
441604;285.59;1
441605;299.83;1
441607;358.24;1
441608;349.87;1
441609;385.03;1
441611;486.72;1
441612;454.60;1
441613;569.99;1
441615;79.38;1
441616;29.43;1
441617;5.49;1
441618;2.67;1
441619;5.37;1
44162;1.72;100
441620;2.74;100
441621;7.95;1
441622;8.86;1
441623;8.86;1
441626;8.86;1
441627;8.86;1
441628;8.86;1
441629;8.86;1
441630;8.86;1
441631;8.86;1
441632;8.86;1
441633;8.86;1
441634;8.86;1
441635;8.86;1
441636;8.86;1
441637;8.86;1
441638;8.86;1
441639;8.86;1
441640;8.86;1
441641;8.86;1
441728;12.60;1
441729;5.69;1
441730;17.09;1
441731;4.24;1
441732;4.24;1
44174;13.00;100
441748;5.60;1
441749;5.60;1
44175;13.00;100
441772;3.87;1
441782;20.15;100
44180;32.11;100
44182;30.06;100
44184;30.06;100
44192;36.88;100
44193;12.83;100
44194;12.83;100
44205;8.74;100
44206;8.74;100
44217;13.00;100
44222;21.99;100
44223;21.99;100
44228;21.90;100
44234;45.97;100
44235;0.64;1
44236;0.64;1
44239;0.64;1
44240;0.64;1
44241;0.64;1
44242;0.64;1
44243;0.64;1
44244;0.64;1
44245;0.64;1
44246;0.64;1
44247;0.64;1
44249;1.33;1
44250;31.22;100
44253;94.43;100
44268;20.40;100
44273;24.57;100
44274;15.46;100
44276;13.00;100
44285;2.15;1
44286;0.64;1
44287;21.90;100
44288;21.90;100
44289;21.90;100
44290;21.90;100
44291;21.90;100
44292;21.31;100
44295;8.74;100
44300;0.76;1
44316;14.01;100
44318;16.15;100
44324;25.64;1
44349;20.51;100
44350;32.91;100
44351;31.25;100
44372;94.43;100
44373;94.43;100
44374;47.66;100
44375;47.66;100
44380;27.62;100
44381;24.17;100
44382;31.07;100
44383;20.72;100
44384;17.27;100
44444;9.06;100
44445;65.87;100
44456;39.46;100
44460;39.46;100
44461;39.46;100
44463;39.46;100
44467;39.46;100
44468;39.46;100
44470;39.46;100
44474;39.46;100
44475;39.46;100
44477;39.46;100
44481;39.46;100
44482;39.46;100
44652;20.52;1
44655;27.58;100
44660;18.12;100
44749;26.54;100
45040;35.76;100
453539;16.85;1
453540;20.99;1
453541;11.32;1
453544;8.46;1
453566;14.95;1
453569;21.59;1
453570;28.29;1
453577;25.79;1
453590;61.15;1
453591;59.93;1
453593;3.51;1
453594;3.51;1
453595;2.58;1
453599;13.75;1
453601;14.76;1
453618;19.94;1
453619;65.37;100
453620;65.37;100
453621;65.37;100
453624;1.36;1
453625;3.95;1
453628;83.21;100
453690;8.25;1
453693;14.90;1
453694;16.50;1
453707;7.75;1
453710;16.61;1
453712;25.53;1
453723;123.83;100
453724;107.98;100
453728;4.84;100
453729;4.28;100
453746;18.06;1
453747;12.22;1
453748;30.77;1
453750;7.19;100
453877;100.52;100
453878;69.27;100
453879;69.27;100
453894;6.14;1
453897;109.08;100
453898;87.48;100
453899;87.48;100
453900;87.48;100
453901;87.48;100
453902;87.48;100
453903;87.48;100
453904;87.48;100
453905;86.34;100
453906;72.24;100
453907;72.24;100
453908;72.24;100
453909;72.24;100
453910;72.24;100
453911;72.24;100
453912;72.24;100
453921;64.79;100
453922;59.83;100
453923;59.83;100
453924;59.83;100
453925;59.83;100
453926;59.83;100
453927;59.83;100
453928;59.83;100
453929;85.56;100
453930;75.14;100
453931;75.14;100
453932;75.14;100
453933;75.14;100
453934;75.14;100
453935;75.14;100
453936;75.14;100
453937;13.28;1
453938;5.08;1
453939;5.08;1
453954;28.98;1
453970;14.90;1
453995;82.42;100
454001;101.75;1
454002;113.39;1
454003;685.07;1
454011;40.87;1
454012;41.95;1
454013;43.07;1
454014;44.15;1
454015;44.73;1
454016;45.84;1
454017;46.91;1
454018;47.98;1
454027;3.65;1
454028;3.65;1
454032;142.23;100
454036;69.27;100
454055;1.97;1
454056;1.97;1
454057;30.77;1
454090;146.97;1
454091;157.82;1
454097;75.14;100
454102;17.46;1
454111;71.42;100
454134;47.23;1
454136;21.66;1
454165;1.69;1
454182;30.86;1
454201;1.83;1
454218;43.07;1
454255;87.32;100
454257;87.32;100
454258;87.32;100
454259;87.32;100
454264;153.33;100
454266;153.33;100
454267;153.33;100
454281;76.16;100
454282;76.16;100
454283;76.16;100
454284;76.16;100
454285;76.16;100
454286;76.16;100
454291;73.21;100
454292;73.21;100
454294;73.21;100
454295;73.21;100
454296;73.21;100
454298;87.48;100
454326;36.83;100
454329;22.37;1
454330;39.74;1
454331;88.41;100
454332;90.92;100
454335;97.08;100
454350;88.40;100
454358;5.68;1
454362;23.01;1
454363;24.25;1
454374;69.33;100
454375;69.33;100
454376;1.36;1
454377;1.34;1
454384;107.31;100
454392;152.08;100
454393;152.08;100
454400;77.43;1
454413;141.24;100
454414;141.24;100
454418;4.13;1
454419;4.13;1
454425;0.93;1
454426;0.93;1
454427;0.93;1
454428;0.93;1
454431;83.21;100
454447;5.11;1
454448;31.51;1
454453;26.60;1
454454;27.16;1
454458;99.39;100
454460;59.83;100
454467;21.07;1
454470;10.04;1
454475;122.10;100
454476;71.34;100
454478;121.62;100
454480;83.73;100
454589;12.83;100
454590;12.83;100
454591;12.83;100
454592;12.83;100
454593;12.83;100
454768;13.98;100
454792;22.81;1
454793;55.40;1
454794;34.90;1
454796;33.74;1
454797;47.79;1
454798;69.50;1
454810;11.53;1
454811;16.47;1
454812;23.90;1
454814;13.41;1
454815;19.16;1
454816;27.81;1
454826;30.95;1
454827;39.10;1
454838;37.53;1
454839;78.10;1
454856;15.91;1
454857;2.78;1
454858;3.19;1
454859;60.94;100
454860;5.25;1
454861;1.53;1
454864;7.00;1
454865;6.71;1
454866;7.23;1
454867;61.61;1
454868;7.13;1
454869;7.70;1
454870;8.27;1
454871;8.11;1
454877;2.31;1
454878;6.54;1
454879;8.96;1
454880;7.00;1
454881;7.60;1
454882;1.74;1
454886;13.60;1
454888;1.91;1
454898;6.75;1
454976;31.07;100
454978;17.27;100
454979;17.75;100
455008;2322.28;1
455009;2322.28;1
455010;512.34;1
455011;1976.26;1
455012;1976.26;1
455048;185.32;1
455049;172.65;1
455050;172.65;1
455051;73.57;1
455052;369.48;1
455053;369.48;1
455054;11.96;1
455055;18.47;1
455056;44.88;1
455057;46.14;1
455058;228.36;1
455059;143.38;1
455092;10.43;1
455093;9.58;1
455094;13.64;1
455106;17.45;1
455115;2.06;1
455116;4.06;1
455121;51.59;100
455122;512.34;1
455123;56.67;1
455124;91.37;1
455125;2.34;1
455126;3.05;1
455127;12.33;1
455149;13.56;1
455150;2.78;1
455151;3.19;1
455152;5.25;1
455153;5.73;1
455154;5.14;1
455178;9.97;1
455181;9.97;1
455201;53.40;1
455203;60.64;1
455249;6.50;1
455268;6.45;1
455269;6.45;1
455270;4.59;1
455274;47.98;100
455291;73.24;100
455331;11.61;1
455337;2.31;1
455341;79.37;1
455347;17.13;1
455348;18.01;1
455349;55.87;100
455389;6.52;1
455393;15.50;1
455396;10.72;1
455404;7.78;1
455426;15.20;1
455427;42.81;1
455428;8.32;1
455429;9.71;1
455430;9.09;1
455449;4.22;1
455457;2261.74;1
455458;2261.74;1
455491;16.38;100
455506;188.23;1
455507;188.23;1
455508;188.23;1
455509;188.23;1
455510;275.38;1
455511;275.38;1
455512;275.38;1
455513;275.38;1
455514;458.13;1
455515;458.13;1
455519;9.63;1
455520;11.40;1
455523;21.81;1
455524;23.95;1
455525;26.07;1
455526;28.16;1
455527;30.14;1
455528;32.13;1
455529;34.11;1
455530;35.11;1
455531;28.73;1
455532;31.54;1
455533;34.35;1
455534;37.09;1
455535;39.70;1
455536;42.32;1
455537;44.93;1
455538;46.24;1
455539;35.90;1
455540;39.09;1
455541;42.21;1
455542;45.19;1
455543;48.17;1
455544;51.15;1
455545;52.64;1
455546;51.08;1
455547;54.44;1
455548;57.81;1
455549;59.49;1
455550;41.78;1
455551;45.25;1
455552;48.90;1
455553;52.38;1
455554;55.87;1
455555;59.36;1
455556;61.10;1
455557;44.76;1
455558;47.71;1
455559;50.66;1
455560;52.13;1
455561;57.16;1
455562;60.92;1
455563;64.68;1
455564;66.56;1
455565;52.10;1
455566;59.40;1
455567;63.10;1
455568;64.49;1
455569;36.46;1
455570;40.01;1
455571;43.56;1
455572;47.04;1
455573;50.35;1
455574;53.67;1
455575;56.99;1
455576;58.65;1
455577;62.97;1
455578;67.12;1
455579;71.26;1
455580;73.33;1
455581;45.65;1
455582;49.45;1
455583;53.44;1
455584;57.25;1
455585;61.06;1
455586;64.87;1
455587;66.77;1
455588;48.98;1
455590;55.42;1
455591;64.21;1
455592;64.77;1
455593;69.04;1
455594;73.30;1
455595;75.43;1
455596;58.82;1
455597;62.74;1
455598;66.65;1
455599;68.61;1
455600;55.70;1
455601;53.01;1
455603;64.88;1
455605;74.45;1
455606;79.06;1
455607;78.52;1
455608;58.99;1
455609;62.92;1
455610;66.85;1
455611;68.81;1
455612;7.42;1
455648;24.91;1
455649;24.86;1
455650;26.38;1
455651;28.23;1
455652;3.57;1
455654;3.61;1
455656;3.80;1
455658;4.11;1
455659;433.91;1
455660;3.88;1
455661;50.97;1
455662;26.38;1
455664;69.39;1
455665;75.02;1
455666;78.52;1
455667;104.43;1
455668;103.67;1
455669;109.17;1
455670;115.17;1
455671;80.32;1
455672;64.23;1
455673;9.32;1
455674;9.33;1
455675;9.36;1
455676;9.32;1
455677;9.33;1
455683;15.03;1
455685;57.41;1
455686;57.41;1
455687;66.02;1
455688;66.02;1
455689;63.14;1
455690;63.14;1
455691;53.19;1
455692;53.19;1
455693;57.41;1
455694;57.41;1
455695;68.52;1
455696;68.52;1
455697;3.04;1
455698;3.04;1
455699;6.73;1
455700;6.73;1
455701;6.73;1
455702;6.73;1
455703;6.73;1
455704;6.73;1
455705;6.73;1
455706;6.73;1
455707;6.73;1
455709;6.73;1
455711;6.87;1
455713;6.73;1
455714;6.87;1
455716;6.87;1
455717;7.17;1
455719;6.73;1
455722;10.92;1
455723;10.92;1
455728;10.92;1
455729;10.92;1
455731;10.92;1
455734;10.92;1
455735;10.92;1
455738;10.92;1
455739;10.92;1
455740;10.92;1
455741;10.92;1
455742;10.92;1
455743;10.92;1
455744;10.92;1
455745;10.92;1
455762;82.37;1
455763;82.37;1
455764;94.70;1
455765;94.70;1
455766;90.58;1
455767;90.58;1
455768;77.07;1
455769;77.07;1
455770;91.87;1
455771;91.87;1
455772;29.24;1
455773;33.58;1
455774;26.15;1
455775;29.24;1
455776;52.35;1
455777;71.76;1
455778;47.11;1
455779;62.38;1
455780;43.72;1
455781;51.20;1
455783;38.29;1
455784;43.72;1
455785;60.67;1
455786;69.90;1
455787;66.77;1
455788;56.14;1
455789;60.67;1
455798;83.69;1
455799;83.69;1
456006;29.89;100
456011;150.19;1
456012;79.88;100
456013;109.61;100
456030;135.73;1
456031;150.19;1
456032;195.10;1
456033;195.10;1
456034;218.50;1
456035;202.07;1
456036;236.53;1
456037;140.64;1
456038;195.10;1
456059;195.10;1
456060;218.50;1
456061;218.50;1
456062;160.79;1
456063;160.79;1
456064;218.50;1
456065;218.50;1
456066;218.50;1
456067;202.07;1
456068;160.79;1
456069;3.10;1
456070;2.32;1
456071;236.53;1
456072;236.53;1
456073;160.79;1
456074;218.50;1
456075;203.88;1
456076;218.50;1
456077;202.07;1
456078;236.53;1
456127;23.22;1
456128;0.93;1
456129;0.93;1
456143;12.72;1
456148;109.66;1
456149;36.83;100
456150;109.56;100
456156;27.02;1
456157;27.02;1
456158;62.81;1
456159;30.73;1
456160;27.02;1
456161;27.02;1
456162;62.81;1
456163;27.02;1
456164;23.08;1
456165;23.08;1
456166;23.08;1
456167;23.08;1
456215;2116.43;1
456232;3.42;1
456233;3.42;1
456234;0.68;1
456235;0.68;1
456236;12.29;1
456237;12.29;1
456241;118.20;1
456247;19.76;1
456248;19.76;1
456250;6.14;1
456278;18.85;1
456279;7.19;1
456306;20.92;1
456307;20.86;1
456314;8.64;1
456315;8.64;1
456316;108.08;100
456317;44.12;1
456320;41.70;1
456321;44.12;1
456329;1.73;1
456330;8.70;1
456331;45.50;1
456337;12.12;1
456340;241.57;1
456341;17.78;1
456343;15.55;1
456371;149.44;100
456372;149.44;100
456393;101.08;100
456394;101.08;100
456395;101.08;100
456396;101.08;100
456397;101.08;100
456415;115.08;100
456416;95.60;100
456418;27.50;1
456645;112.42;100
456646;112.42;100
456647;112.42;100
456648;112.42;100
456649;112.42;100
456650;112.42;100
456651;112.42;100
456652;138.30;100
456653;138.30;100
456655;138.30;100
456657;127.99;100
456658;128.80;100
456662;4.13;1
456663;4.13;1
456670;135.73;1
456671;150.19;1
456672;195.10;1
456673;195.10;1
456674;218.50;1
456675;202.07;1
456676;254.97;1
456677;140.64;1
456678;150.19;1
456679;195.10;1
456680;195.10;1
456681;218.50;1
456682;202.07;1
456683;254.97;1
456684;160.79;1
456685;160.79;1
456686;218.50;1
456687;218.50;1
456688;218.50;1
456689;202.07;1
456690;236.53;1
456691;143.93;1
456692;160.79;1
456693;202.07;1
456694;218.50;1
456695;218.50;1
456696;202.07;1
456697;236.53;1
456704;109.61;100
456712;112.73;100
456718;30.73;1
456737;254.97;1
456746;30.73;1
456750;155.72;100
456754;147.23;1
456758;154.52;1
456767;23.08;1
456789;76.58;100
456795;112.73;100
456809;109.61;100
456810;278.43;1
456825S;80.19;100
456840;10.24;1
456841;10.24;1
456842;1.96;1
456856;91.92;100
456871;30.72;1
456881;15.32;1
456895;76.58;100
456896;76.58;100
456901;76.58;100
456914;125.99;100
456952;1.02;1
456953;1.02;1
456964;27.43;1
456972;166.70;1
456988;67.87;100
457063;109.61;100
457074;26.67;1
457078;114.45;100
457079;142.03;100
457080;182.01;1
457099;112.73;100
457100;112.73;100
457117;128.64;100
457118;128.64;100
457131;75.79;1
457132;77.55;1
457133;27.33;1
457134;27.33;1
457135;27.78;1
457136;27.78;1
457138;3.19;1
457139;3.19;1
457140;3.19;1
457141;3.19;1
457142;3.19;1
457143;3.19;1
457144;3.19;1
457145;3.19;1
457177;128.14;100
457187;32.24;1
457225;597.08;1
457226;141.24;100
457229;30.77;1
457239;18.27;1
457246;4.68;1
457264;10.04;1
457274;101.08;100
457276;109.61;100
457279;128.64;100
457281;2.38;1
457282;2.38;1
457291;1.71;1
457298;97.08;100
457304;79.29;1
457305;80.12;1
457310;3.32;1
457340;99.12;1
457341;140.42;1
457342;203.80;1
457343;266.19;1
457344;92.63;1
457348;12.59;1
457349;35.40;1
457350;73.40;1
457351;12.85;1
457352;36.09;1
457353;74.85;1
457354;23.09;1
457355;48.06;1
457356;24.02;1
457357;49.98;1
457360;2.38;1
457361;155.72;100
457363;5.17;1
457365;4.96;1
457370;2.38;1
457371;77.52;100
457372;77.52;100
457374;4.54;1
457376;4.72;1
457378;15.91;1
457379;15.91;1
457443;76.58;100
457465;110.24;100
457466;110.24;100
457468;110.24;100
457472;92.56;100
457481;26.42;1
457494;6.94;1
457495;7.65;1
457527;102.86;100
457541;71.81;100
457566;36.83;100
457573;10.00;1
457584;76.58;100
457603;10.59;100
457606;15.51;100
457610;131.42;100
457611;131.42;100
457617;109.56;100
457622;130.60;1
457623;185.03;1
457624;268.68;1
457625;350.92;1
457626;127.70;1
457627;180.91;1
457628;249.70;1
457629;326.14;1
457630;130.60;1
457631;185.03;1
457632;268.68;1
457633;350.92;1
457634;127.70;1
457635;180.91;1
457636;249.70;1
457637;326.14;1
457639;3.10;1
457646;3.16;1
457659;149.02;1
457660;152.53;1
457661;156.08;1
457662;159.57;1
457679;3.86;1
457681;1.97;1
457696;64.73;100
457704;2.84;1
457705;5.17;1
457707;28.98;1
457712;42.40;1
457713;60.07;1
457714;87.18;1
457715;113.86;1
457716;45.58;1
457717;64.58;1
457718;93.78;1
457719;122.48;1
457720;12.43;1
457721;34.95;1
457722;72.47;1
457723;12.69;1
457724;35.64;1
457725;73.90;1
457726;16.90;1
457727;35.17;1
457729;35.17;1
457730;16.93;1
457742;20.39;100
457743;20.39;100
457744;20.39;100
