Codice;Prezzo;Unità
219522;17.66;1
219523;17.66;1
219524;17.66;1
219527;38.95;1
219528;38.95;1
219529;40.22;1
219530;40.22;1
219531;40.22;1
219532;40.22;1
219539;23.69;1
219540;23.69;1
219568;26.58;1
21958;9.23;1
219586;82.64;1
219588;82.64;1
219589;82.64;1
219590;82.64;1
219591;82.88;1
219592;82.88;1
219593;82.88;1
219594;82.88;1
219612;7.73;1
219716;22.90;1
219720;25.99;1
219721;26.37;1
219798;87.96;1
219799;87.96;1
219800;89.33;1
219801;89.33;1
219802;89.33;1
219803;89.33;1
219817;0.86;1
219829;6.48;1
219830;6.48;1
219831;11.53;1
219832;11.53;1
219833;11.80;1
219834;11.80;1
219841;2.91;1
219842;1.60;1
219843;1.60;1
220045;1.35;1
220046;1.35;1
220048;1.35;1
220051;1.35;1
220054;2.65;1
220055;1.93;1
220080;1.27;1
220089;0.66;1
220097;2.76;1
220117;3.56;1
220123;5.75;1
220125;5.75;1
22016;129.22;1
220219;0.68;1
220220;0.68;1
220240;2.65;1
220241;2.53;1
220262;2.73;1
220263;2.73;1
220442;3.51;1
220443;3.51;1
220586;4.46;1
220598;3.32;1
220629;3.57;1
220630;18.91;1
220632;23.25;1
220634;44.39;1
220723;23.99;1
220743;3.54;1
220744;4.46;1
221097;10.00;1
221301;3.56;1
221304;2.73;1
221305;2.73;1
221376;67.65;1
221396;2.78;1
221397;2.78;1
221901;2.46;1
221902;3.11;1
221903;3.77;1
221904;4.41;1
221905;5.33;1
221906;4.46;1
221907;5.44;1
221908;6.07;1
221909;6.35;1
221910;5.33;1
221911;4.46;1
222201;1.33;1
222202;1.87;1
222203;1.69;1
222204;1.68;1
222205;1.27;1
222206;2.39;1
222207;2.76;1
222208;4.33;1
222209;0.92;1
222210;3.07;1
222211;11.62;1
222212;7.78;1
222213;14.69;1
222214;0.83;1
222215;1.01;1
222500;9.36;1
222501;9.36;1
222502;9.36;1
222503;9.36;1
222504;8.36;1
222505;8.36;1
222506;8.36;1
222507;8.36;1
222508;7.29;1
222509;7.29;1
222510;7.29;1
222511;7.29;1
222665;9.90;1
222773;8.77;1
222786;4.19;1
222787;4.81;1
222790;7.62;1
222999;2.90;1
223594;8.62;1
223595;8.62;1
223596;9.89;1
223597;9.89;1
223598;10.82;1
223599;10.82;1
223600;11.76;1
223601;11.76;1
223602;8.62;1
223603;8.62;1
223604;9.89;1
223605;9.89;1
223606;10.82;1
223607;10.82;1
223608;11.76;1
223609;11.76;1
223610;8.62;1
223611;8.62;1
223612;9.89;1
223613;9.89;1
223614;10.82;1
223615;10.82;1
223616;11.76;1
223617;11.76;1
223618;8.62;1
223619;8.62;1
223620;9.89;1
223621;9.89;1
223622;10.82;1
223623;10.82;1
223624;11.76;1
223625;11.76;1
223626;9.90;1
223627;9.90;1
223628;11.37;1
223629;11.37;1
223630;12.45;1
223631;12.45;1
223632;13.52;1
223633;13.52;1
223634;9.90;1
223635;9.90;1
223636;11.37;1
223637;11.37;1
223638;12.45;1
223639;12.45;1
223640;13.52;1
223641;13.52;1
223642;9.90;1
223643;9.90;1
223644;11.37;1
223645;11.37;1
223646;12.45;1
223647;12.45;1
223648;13.52;1
223649;13.52;1
223650;9.90;1
223651;9.90;1
223652;11.37;1
223653;11.37;1
223654;12.45;1
223655;12.45;1
223656;13.52;1
223657;13.52;1
223666;9.90;1
223667;9.90;1
223668;11.37;1
223669;11.37;1
223670;12.45;1
223671;12.45;1
223672;13.52;1
223673;13.52;1
223776;8.02;1
223777;8.02;1
223778;8.02;1
223779;8.02;1
223780;8.02;1
223781;8.02;1
223782;7.33;1
223783;7.33;1
223784;9.22;1
223785;9.22;1
223786;9.22;1
223787;9.22;1
223788;8.53;1
223789;8.53;1
223790;8.43;1
223791;8.43;1
223794;9.22;1
223795;9.22;1
223820;9.89;1
223821;9.89;1
223822;11.36;1
223823;11.36;1
223824;12.43;1
223825;12.43;1
223836;11.18;1
223838;12.84;1
223839;12.84;1
223840;14.05;1
223841;14.05;1
223842;11.18;1
223843;11.18;1
223844;12.84;1
223845;12.84;1
223846;14.05;1
223847;14.05;1
223858;9.22;1
223859;9.22;1
223926;35.97;1
224037;1.76;1
224038;71.64;100
224053;7.73;1
224054;7.73;1
224064;6.25;1
224083;29.91;1
224084;29.91;1
224087;31.44;1
224088;31.44;1
224097;7.73;1
224098;7.73;1
224105;24.75;1
224106;27.91;1
224107;31.51;1
224108;35.35;1
224117;2.09;1
224119;2.09;1
224124;22.75;1
224125;22.75;1
224126;17.66;1
224127;17.66;1
224129;17.65;1
224132;12.83;100
224141;6.64;1
224142;7.35;1
224145;23.14;1
224154;61.74;1
224155;68.44;1
224156;78.04;1
224157;87.63;1
224158;66.66;1
224159;73.90;1
224160;84.26;1
224161;94.63;1
224169;68.03;1
224172;2.72;1
224173;2.85;1
224174;3.99;1
224175;4.99;1
224176;8.80;1
224177;2.85;1
224178;2.99;1
224179;4.27;1
224180;5.44;1
224282;2.52;1
224283;3.93;1
224284;11.58;1
224285;11.58;1
224390;66.13;1
224391;73.32;1
224392;83.60;1
224393;93.88;1
224394;71.79;1
224395;79.62;1
224396;90.80;1
224397;101.96;1
224409;9.49;1
224410;9.49;1
224649;34.90;1
224650;34.90;1
224651;34.90;1
224652;34.90;1
224740;81.69;1
224741;81.69;1
224801;7.73;1
22482;5.59;1
224896;6.69;1
224921;9.49;1
224922;9.49;1
224923;7.18;1
224947;4.06;1
224948;2.97;1
224950;1.15;1
224951;1.23;1
224952;1.68;1
224953;1.68;1
224957;18.53;1
224969;8.36;1
224970;8.36;1
224971;33.57;1
224972;33.57;1
224973;34.68;1
224974;34.68;1
224975;31.88;1
224976;31.88;1
225021;7.02;1
225038;12.91;1
225059;17.93;1
225060;20.74;1
225084;5.27;1
225085;5.27;1
225092;3.41;1
225135;1.15;1
225136;1.68;1
225137;1.68;1
225138;2.15;1
225139;2.15;1
225159;81.47;1
225160;81.47;1
225161;82.64;1
225162;82.64;1
225167;7.63;1
225168;7.63;1
225169;18.90;1
225220;2.57;1
225221;2.57;1
225352;59.67;100
225355;0.70;1
225356;1.27;1
225363;1.00;1
225365;1.00;1
225370;0.93;1
225377;1.36;1
225378;1.36;1
225380;1.36;1
225385;1.75;1
225387;1.75;1
225388;1.75;1
225394;2.28;1
225395;2.28;1
225398;15.06;1
225400;2.09;1
225401;2.09;1
225409;5.27;1
225410;5.27;1
225431;0.69;1
225494;9.36;1
225495;9.36;1
225502;8.36;1
225503;8.36;1
225577;56.89;100
22558;11.01;1
225580;0.88;1
225585;3.18;1
225586;2.74;1
225618;403.15;1
225647;10.40;1
225715;7.73;1
225716;7.73;1
225717;6.25;1
225719;6.69;1
225720;6.69;1
225891;2.13;1
225901;1.87;1
225913;1.50;1
225914;1.50;1
225953;1.68;1
225954;1.68;1
225955;3.26;1
225956;3.26;1
225957;1.15;1
225958;1.23;1
225959;6.69;1
225977;34.00;1
225979;45.33;1
226009;1.82;1
226043;1.15;1
226044;2.15;1
226045;2.15;1
226047;1.23;1
226048;1.68;1
226049;1.68;1
226050;2.15;1
226051;2.15;1
226081;42.09;1
226085;43.55;1
226111;79.44;1
226148;42.84;1
22616;12.43;1
226239;42.84;1
226318;1.12;1
226442;3.87;1
226443;6.24;1
226447;9.61;1
226482;28.41;1
226483;28.41;1
226484;29.62;1
226485;29.62;1
226486;29.62;1
226487;29.62;1
226489;7.73;1
226490;7.73;1
226492;2.06;1
226493;1.83;1
226495;21.31;1
226498;1.82;1
226499;1.82;1
226501;1.82;1
226561;3.56;1
226562;7.73;1
226563;7.73;1
226592;1.82;1
226629;2.59;1
226635;3.27;1
226636;3.96;1
226637;4.69;1
226638;4.99;1
226639;5.72;1
226640;6.41;1
226641;7.13;1
226642;3.27;1
226643;3.27;1
226644;4.00;1
226645;4.69;1
226646;4.18;1
226647;5.06;1
226648;6.00;1
226649;6.38;1
226650;7.32;1
226651;8.19;1
226652;9.12;1
226653;4.18;1
226654;5.06;1
226655;5.93;1
226656;6.32;1
226657;6.38;1
226658;3.59;1
226659;3.59;1
226660;4.96;1
226661;6.34;1
226665;3.89;1
226670;11.12;1
226671;11.12;1
226692;12.50;1
226693;13.15;1
226694;5.89;1
226695;13.81;1
226697;15.07;1
226698;0.90;1
226703;3.89;1
226709;11.85;1
226713;5.02;1
226714;5.02;1
226733;56.01;1
226734;56.01;1
226736;4.53;1
226774;5.02;1
226775;5.02;1
226777;1.82;1
226787;1.93;1
226788;1.93;1
226810;9.05;1
226811;9.05;1
226825;0.70;1
226898;10.13;1
226953;26.37;1
226985;5.88;1
227005;1.23;1
227029;23.18;1
227030;27.79;1
227031;40.36;1
227056;1.94;1
227057;1.94;1
227058;1.30;1
227065;9.91;1
227074;9.84;1
227078;6.74;1
227079;4.81;1
227134;3.91;1
227136;62.62;1
227137;62.62;1
227160;2.13;1
227164;44.11;1
227171;13.67;1
227185;2.08;1
227186;2.08;1
227192;1.82;1
227200;1.76;1
227212;15.06;1
227213;15.06;1
227214;15.06;1
227215;15.06;1
227225;1.93;1
227286;4.30;1
227287;4.30;1
227291;11.68;1
227338;5.01;1
227339;5.01;1
227341;12.89;1
227342;12.89;1
227343;6.29;1
227360;30.48;1
227362;42.68;1
227363;48.76;1
227364;53.61;1
227382;4.03;1
227385;4.59;1
227386;7.73;1
227387;7.73;1
227394;25.06;1
227425;85.91;1
227469;1.90;1
227470;1.90;1
227471;1.90;1
227472;2.06;1
227473;2.06;1
227474;2.06;1
227475;2.06;1
227476;2.06;1
227477;2.06;1
227478;2.06;1
227479;2.06;1
227487;58.63;1
227488;38.10;1
227489;62.39;1
227496;1.39;1
227497;1.39;1
227498;1.39;1
227499;1.39;1
227500;1.39;1
227501;1.39;1
227502;1.39;1
227503;1.39;1
227504;1.39;1
227505;1.39;1
227506;1.39;1
227507;1.39;1
227508;1.39;1
227509;1.39;1
227510;1.89;1
227511;1.89;1
227512;1.63;1
227513;1.63;1
227514;1.63;1
227515;1.63;1
227516;1.63;1
227517;1.63;1
227518;1.63;1
227519;1.63;1
227521;75.67;1
227538;3.78;1
227544;1.93;1
227546;7.67;1
227559;14.07;1
227560;14.07;1
227583;1.88;1
227584;1.88;1
227604;5.74;1
227605;4.91;1
227606;3.76;1
227607;3.72;1
227608;41.15;1
227609;42.87;1
227619;5.22;1
227628;55.03;1
227629;57.14;1
227645;2.30;1
227646;1.72;1
227647;1.85;1
227648;1.97;1
227649;2.30;1
227650;1.72;1
227651;1.85;1
227652;1.97;1
227653;2.17;1
227654;2.17;1
227655;10.43;1
227656;10.43;1
227657;10.43;1
227658;10.43;1
227679;3.13;1
227680;3.18;1
227691;18.79;1
227694;4.03;1
227695;5.24;1
227699;3.57;1
227702;22.80;1
227751;38.92;1
227752;50.29;1
227753;42.02;1
227754;54.28;1
227760;6.86;1
227784;5.22;1
227785;7.87;1
227810;26.45;1
227835;6.73;1
227863;3.81;1
227864;3.83;1
227865;4.36;1
227866;4.82;1
227867;4.82;1
227868;5.27;1
227869;5.27;1
227870;6.94;1
227871;6.97;1
227872;7.48;1
227873;7.48;1
227874;8.65;1
227876;14.17;1
227877;15.92;1
227878;39.56;1
227935;10.84;1
227936;1.91;1
227937;1.62;1
227964;20.22;1
227965;17.86;1
227971;0.86;1
228043;11.56;1
228051;3.57;1
228052;11.39;1
228093;61.02;1
228094;60.38;1
228095;66.94;1
228116;5.02;1
228118;31.87;1
228120;11.23;1
228122;27.95;1
228123;29.74;1
228124;34.94;1
228125;37.19;1
228148;3.35;1
228149;3.35;1
228160;4.01;1
228173;1.84;1
228175;9.93;1
228183;28.04;1
228209;7.87;1
228226;10.70;1
228262;44.43;1
228320;12.49;1
228322;24.40;1
228350;19.94;1
228372;11.12;1
228373;11.12;1
228397;5.27;1
228398;1.06;1
228403;8.16;1
228405;7.01;1
228406;7.01;1
228407;21.39;1
228408;21.39;1
228409;16.87;1
228410;17.67;1
228411;21.39;1
228412;17.67;1
228413;17.67;1
228416;16.87;1
228418;21.39;1
228419;16.87;1
228420;16.87;1
228421;21.39;1
228422;21.39;1
228423;12.75;1
228424;12.75;1
228425;12.75;1
228426;12.75;1
228427;12.75;1
228434;9.25;1
228437;4.01;1
228443;7.73;1
228444;7.73;1
228445;6.25;1
228446;3.56;1
228451;1.18;1
228464;1.62;1
228465;3.36;1
228468;2.13;1
228470;3.13;1
228476;3.11;1
228477;3.11;1
228478;2.73;1
228493;3.64;1
228503;3.87;1
228504;3.87;1
228544;6.29;1
228550;2.67;1
228569;10.11;1
228570;10.11;1
228602;11.08;1
228629;3.05;1
228631;3.31;1
228632;3.31;1
228633;2.59;1
228634;2.59;1
228635;2.22;1
228636;2.22;1
228637;2.48;1
228638;2.67;1
228639;1.81;1
228640;1.81;1
228641;2.67;1
228642;1.81;1
228643;1.81;1
228644;3.05;1
228645;1.83;1
228646;1.83;1
228647;3.31;1
228648;3.31;1
228649;2.22;1
228650;2.22;1
228651;2.22;1
228652;2.22;1
228698;5.97;1
228710;25.77;1
228711;2.22;1
228740;82.12;1
228785;1.91;1
228787;11.54;1
228788;11.54;1
228814;6.90;1
228816;12.89;1
228817;12.89;1
228850;4.04;1
228855;5.88;1
228856;6.69;1
228868;2.43;1
228869;2.43;1
228870;24.89;1
228871;24.89;1
228872;20.22;1
228873;20.22;1
228874;3.75;1
228878;3.02;1
228881;5.27;1
228882;5.27;1
228883;8.60;1
228939;2.30;1
229016;7.55;1
229026;6.98;1
229052;5.60;1
229062;3.20;1
229065;3.40;1
229066;3.40;1
229067;3.02;1
229068;3.02;1
229069;1.15;1
229070;3.20;1
229073;3.40;1
229074;3.40;1
229075;3.02;1
229076;3.02;1
229195;11.40;1
229220;12.50;1
229221;13.15;1
229225;1.91;1
229226;5.88;1
229227;5.88;1
229228;6.74;1
229229;6.69;1
229354;1.23;1
229355;1.15;1
229356;2.34;1
229357;2.15;1
229358;2.34;1
229359;2.15;1
229373;4.33;1
229374;4.33;1
229381;5.89;1
229382;5.01;1
229383;5.93;1
229384;4.52;1
229389;3.05;1
229391;11.91;1
229392;3.64;1
229398;8.32;1
229409;3.45;1
229431;307.38;1
229438;20.68;1
229441;20.68;1
229479;5.88;1
229480;5.88;1
229491;33.50;1
229518;2.09;1
229560;1.89;1
229561;1.63;1
229562;1.63;1
229563;1.97;1
229564;1.97;1
229567;8.16;1
229575;62.37;1
229576;55.31;1
229577;46.29;1
229578;51.30;1
229580;2.57;1
229581;2.57;1
229583;20.73;1
229616;25.02;1
229621;1.72;1
229622;1.72;1
229623;1.85;1
229624;1.85;1
229625;1.97;1
229626;1.97;1
229627;2.30;1
229628;2.30;1
229645;13.62;1
229667;1.90;1
229668;1.90;1
229676;206.13;1
229677;206.13;1
229685;10.39;1
229686;10.39;1
229697;4.01;1
229734;2.57;1
229735;2.57;1
229737;7.45;1
229739;3.57;1
229746;8.64;1
229749;2.57;1
229773;22.85;1
229774;24.84;1
229775;24.84;1
229776;42.64;1
229777;63.28;1
229791;1.80;1
229806;13.60;1
229807;13.60;1
229808;12.19;1
229809;12.19;1
229814;37.29;1
229835;8.30;1
229836;8.30;1
229837;4.15;1
229848;1.72;1
229849;1.72;1
229850;1.85;1
229851;1.85;1
229852;1.97;1
229853;1.97;1
229854;2.30;1
229855;2.30;1
229864;2.17;1
229865;2.17;1
229887;2.17;1
229888;2.17;1
229904;46.88;1
229946;2.18;1
229997;10.97;1
229998;10.97;1
230000;29.93;1
230001;31.27;1
230002;32.61;1
230003;33.96;1
230004;35.30;1
230005;37.98;1
230014;35.30;1
230015;37.98;1
230023;36.95;1
230024;38.94;1
230025;40.97;1
230210;30.13;1
230211;31.49;1
230212;32.87;1
230213;34.23;1
230214;35.60;1
230215;38.34;1
230240;31.69;1
230241;33.03;1
230242;34.37;1
230243;35.71;1
230244;37.05;1
230245;39.73;1
230246;42.66;1
230247;45.34;1
230264;40.37;1
230456;79.22;1
230513;119.85;1
230514;121.19;1
230530;73.53;1
230531;74.87;1
230532;76.22;1
230533;77.55;1
230534;78.90;1
230535;81.58;1
230536;86.69;1
230537;89.37;1
230540;77.30;1
230541;78.64;1
230542;79.98;1
230543;81.58;1
230544;82.66;1
230545;85.34;1
230547;93.55;1
230550;77.30;1
230551;78.64;1
230552;79.98;1
230553;81.32;1
230554;82.66;1
230555;85.34;1
230557;93.55;1
230560;70.70;1
230562;73.38;1
230563;74.72;1
230564;76.06;1
230565;78.75;1
230566;83.64;1
230567;86.32;1
230632;76.93;1
230634;79.61;1
230635;82.30;1
230636;87.56;1
230642;76.93;1
230643;78.18;1
230644;79.61;1
230645;82.30;1
230646;87.56;1
230647;91.78;1
230690;22.88;1
230691;23.98;1
230692;32.61;1
230693;26.17;1
230694;35.30;1
230695;37.98;1
230696;40.75;1
230697;43.43;1
230760;31.69;1
230761;33.59;1
230762;34.37;1
230763;36.31;1
230764;37.05;1
230765;39.73;1
230766;42.66;1
230767;45.34;1
230900;115.83;1
230902;118.51;1
230910;35.37;1
231352;30.08;1
231410;66.78;1
231411;68.12;1
231412;69.46;1
231413;70.81;1
231414;72.15;1
231415;74.83;1
231416;79.37;1
231417;82.05;1
231445;149.18;1
231450;69.98;1
231451;71.32;1
231452;72.66;1
231453;75.26;1
231454;76.63;1
231455;79.35;1
231456;82.89;1
231482;134.36;1
231490;69.98;1
231491;71.32;1
231492;72.66;1
231493;75.26;1
231494;76.63;1
231495;79.35;1
231496;82.89;1
231497;87.02;1
231540;106.67;1
231541;108.01;1
231542;109.36;1
231543;110.70;1
231544;112.04;1
231550;112.00;1
231551;113.34;1
231552;114.69;1
231553;117.99;1
231570;112.00;1
231571;113.34;1
231572;114.69;1
231573;116.02;1
231574;117.37;1
231710;71.52;1
231712;74.20;1
231717;88.56;1
23177;3.64;1
231786;149.18;1
231820;115.83;1
231950;122.99;1
232010;27.11;1
232011;28.99;1
232012;30.32;1
232013;31.67;1
232014;33.01;1
232015;34.35;1
232017;37.66;1
232082;103.06;1
23213;3.25;1
232141;25.67;1
232213;33.40;1
232215;36.08;1
232330;71.41;1
232331;72.75;1
232332;74.10;1
232340;75.00;1
232341;76.34;1
232342;77.68;1
232350;75.00;1
232351;76.34;1
232352;77.68;1
232380;71.16;1
232422;97.00;1
232423;98.33;1
232424;99.69;1
232426;102.37;1
232492;106.93;1
232493;108.27;1
232494;109.61;1
232496;112.29;1
232542;141.97;1
232558;140.91;1
232613;75.43;1
232640;66.78;1
232641;68.12;1
232642;69.46;1
232643;70.81;1
232645;74.83;1
232646;79.37;1
232647;82.05;1
232650;69.99;1
232651;71.32;1
232653;74.00;1
232655;78.03;1
232661;71.32;1
232662;72.67;1
232663;74.00;1
232664;75.35;1
232665;78.03;1
232666;82.89;1
232667;85.57;1
232673;74.72;1
232675;78.75;1
232692;76.93;1
232695;82.30;1
232741;74.87;1
232745;81.58;1
232753;81.32;1
23279;11.56;1
232851;2.67;1
232852;5.23;1
232853;2.87;1
232854;3.18;1
232855;25.62;1
232856;2.68;1
232857;4.11;1
232858;4.69;1
232859;16.49;1
232860;32.77;1
232861;41.45;1
232862;2.13;1
232863;2.13;1
232864;1.95;1
232865;14.79;1
232866;13.11;1
232867;8.62;1
232868;2.66;1
232869;2.12;1
232870;2.67;1
232871;13.63;1
232872;16.15;1
232873;11.65;1
232874;27.15;1
232875;31.62;1
232876;1.94;1
232878;19.14;1
232879;11.87;1
232880;11.33;1
232881;13.18;1
232882;19.60;1
232883;11.10;1
232884;24.14;1
232886;20.20;1
232887;5.00;1
232889;4.67;1
232890;4.06;1
232891;6.00;1
232892;5.00;1
232893;3.77;1
232894;4.32;1
232895;2.81;1
232896;3.23;1
232897;6.16;1
232898;22.07;1
232899;17.29;1
232900;11.03;1
232901;9.09;1
232902;24.70;1
232903;4.19;1
232904;4.81;1
232905;6.29;1
232906;8.99;1
232907;7.62;1
232908;6.87;1
232909;7.87;1
232910;14.78;1
232911;6.41;1
232912;7.37;1
232913;14.34;1
232914;15.79;1
232915;17.30;1
232916;18.49;1
232917;20.01;1
232918;21.20;1
232919;22.82;1
232920;24.70;1
232921;25.78;1
232922;27.95;1
232923;29.58;1
232924;30.11;1
232925;15.45;1
232926;47.83;1
232927;29.16;1
232928;12.49;1
232929;17.29;1
232931;1.17;1
232932;2.13;1
232933;2.13;1
232934;2.42;1
232935;2.42;1
232938;1.07;1
232939;5.43;1
232950;5.43;1
232951;4.65;1
232952;4.65;1
232953;4.65;1
232954;4.65;1
232955;2.17;1
232956;2.17;1
232957;2.13;1
232958;2.13;1
232959;3.88;1
232960;3.88;1
232963;4.45;1
232964;4.45;1
232965;2.42;1
232966;2.42;1
232967;2.42;1
232968;2.42;1
232969;2.42;1
232970;2.42;1
232971;5.87;1
232972;5.87;1
232973;5.43;1
232974;5.43;1
232975;2.74;1
232976;2.74;1
232977;3.88;1
232978;3.88;1
232979;4.74;1
232980;4.74;1
232981;4.74;1
232982;4.74;1
232985;21.89;1
232986;21.89;1
232987;21.89;1
232988;21.89;1
232989;18.68;1
232990;18.68;1
232993;4.52;1
232994;4.52;1
232997;13.72;1
232998;4.51;1
232999;5.38;1
233000;5.38;1
233001;4.51;1
233002;4.46;1
233003;4.46;1
233004;20.47;1
233005;20.47;1
233006;44.44;1
233007;44.44;1
233008;49.16;1
233009;49.16;1
233010;44.44;1
233011;44.44;1
233012;44.44;1
233013;44.44;1
233014;44.44;1
233015;44.44;1
233018;20.47;1
233019;20.47;1
233020;1.07;1
233021;1.42;1
233022;1.65;1
233023;1.65;1
233026;2.31;1
233027;2.31;1
233028;5.92;1
233029;5.92;1
233030;3.38;1
233031;1.42;1
233032;3.31;1
233033;3.31;1
233034;1.65;1
233035;1.65;1
233036;4.63;1
233037;4.63;1
233038;19.83;1
233039;19.83;1
233040;8.01;1
233041;8.01;1
233042;8.01;1
233043;8.01;1
233044;8.01;1
233045;8.01;1
233046;7.55;1
233047;7.55;1
233048;21.11;1
233049;21.11;1
233120;21.11;1
233121;21.11;1
233124;6.42;1
233125;6.42;1
233128;21.96;1
233129;21.96;1
233130;21.96;1
233131;21.96;1
233132;5.75;1
233133;5.75;1
233134;7.18;1
233135;7.18;1
233136;6.18;1
233137;6.18;1
233138;28.18;1
233139;31.67;1
233140;35.17;1
233141;39.39;1
233142;25.40;1
233143;28.27;1
233144;31.64;1
233145;32.91;1
233146;36.00;1
233147;38.90;1
233148;41.98;1
233149;32.14;1
233150;38.57;1
233151;45.00;1
233152;51.43;1
233153;56.51;1
233154;34.61;1
233155;41.54;1
233156;48.46;1
233157;55.39;1
233158;60.89;1
233240;64.59;1
233241;69.59;1
233242;72.66;1
233243;78.29;1
233244;55.54;1
233245;27.67;1
233247;67.33;1
233248;33.54;1
233251;3.84;1
233252;4.23;1
233253;6.52;1
233254;7.84;1
233255;11.66;1
233256;4.44;1
233257;5.04;1
233258;6.05;1
233259;11.34;1
233260;51.58;1
233261;66.67;1
233262;90.70;1
233263;81.89;1
233265;16.88;1
233266;16.88;1
233267;16.88;1
233268;16.88;1
233271;40.52;1
233272;103.45;1
233281;1.08;1
233284;1.08;1
233285;1.08;1
233286;1.08;1
233288;1.08;1
233289;1.80;1
233291;31.96;1
233340;1.80;1
233341;1.80;1
233342;2.71;1
233343;1.35;1
233344;1.35;1
233345;1.35;1
233346;1.35;1
233347;1.80;1
233348;65.68;100
233349;67.36;100
233362;1.77;1
233365;1.03;1
233367;2.44;1
233368;2.44;1
233369;1.22;1
233370;1.22;1
233371;2.44;1
233372;2.44;1
233373;19.02;1
233374;19.02;1
233375;6.31;1
233376;5.73;1
233377;5.55;1
233378;22.22;1
233379;6.43;1
233380;18.46;1
233381;22.22;1
233382;13.02;1
233383;3.95;1
233384;10.60;1
233385;10.60;1
233386;10.60;1
233387;12.77;1
233388;9.48;1
233389;7.08;1
233394;36.71;1
233410;7.08;1
233411;9.48;1
233412;9.48;1
233413;5.74;1
233414;7.91;1
233415;7.91;1
233416;11.99;1
233417;23.11;1
233418;18.66;1
233419;4.24;1
233440;48.87;1
233441;50.76;1
233442;52.10;1
233444;54.78;1
233445;56.12;1
233447;58.81;1
233460;35.95;1
233461;4.33;1
233462;7.47;1
233463;9.46;1
233464;11.45;1
233465;13.55;1
233466;14.42;1
233467;16.51;1
233468;18.50;1
233469;20.59;1
233470;17.61;1
233471;22.23;1
233472;26.85;1
233473;31.71;1
233474;33.74;1
233475;10.34;1
233476;11.00;1
233477;9.71;1
233478;6.43;1
233479;12.28;1
233480;20.65;1
233485;27.90;1
233520;7.77;1
233521;14.85;1
233522;17.60;1
233523;9.12;1
233524;18.73;1
233525;18.49;1
233526;18.55;1
233527;21.48;1
233528;12.58;1
233529;14.03;1
233540;12.06;1
233541;15.25;1
233542;19.77;1
233543;19.77;1
233544;23.96;1
233545;23.96;1
233546;28.16;1
233547;28.16;1
233548;34.21;1
233549;34.21;1
233560;38.41;1
233561;38.41;1
233562;42.61;1
233563;42.61;1
233564;24.04;1
233565;34.08;1
233566;15.25;1
233567;18.46;1
233568;21.86;1
233569;22.90;1
233572;36.93;1
233590;26.69;1
233591;29.88;1
233592;33.29;1
233593;21.65;1
233594;23.06;1
233595;4.84;1
233596;11.02;1
233597;14.08;1
233598;13.69;1
233599;18.93;1
233620;24.15;1
233621;7.25;1
233622;8.64;1
233623;18.02;1
233624;7.51;1
233625;11.92;1
233626;16.97;1
233627;17.11;1
233628;6.10;1
233629;6.31;1
233640;4.80;1
233641;2.90;1
233642;3.86;1
233643;2.37;1
233644;3.23;1
233645;3.93;1
233646;4.97;1
233647;5.62;1
233648;6.23;1
233649;6.83;1
233650;9.06;1
233651;9.74;1
233652;11.33;1
233653;12.88;1
233654;14.46;1
233655;7.11;1
233656;6.74;1
233657;7.47;1
233658;8.19;1
233659;10.86;1
233660;11.68;1
233661;9.15;1
233662;12.68;1
233663;13.86;1
233664;15.04;1
233665;19.41;1
233666;20.75;1
233667;23.85;1
233668;26.88;1
233669;19.14;1
233703;50.38;1
233704;56.29;1
233705;62.34;1
233706;50.97;1
233707;56.89;1
233708;62.94;1
233709;51.58;1
233780;57.49;1
233783;58.09;1
233786;64.73;1
233787;92.41;1
233788;105.35;1
233789;94.12;1
233810;107.05;1
233811;120.46;1
233812;95.81;1
233813;108.74;1
233814;122.16;1
233815;97.51;1
233816;110.45;1
233817;99.22;1
233818;112.15;1
233819;125.57;1
233830;113.85;1
233831;127.26;1
233832;9.06;1
233833;8.63;1
233834;16.35;1
233835;18.37;1
233836;4.41;1
233837;7.86;1
233838;14.37;1
233839;27.27;1
233840;33.20;1
233841;9.03;1
233842;7.09;1
233847;4.13;1
233848;4.62;1
233849;6.19;1
233850;6.85;1
233851;10.24;1
233852;7.50;1
233853;11.23;1
233854;9.94;1
233855;9.90;1
233856;10.69;1
233857;10.64;1
233858;12.41;1
233859;14.10;1
233890;15.84;1
233891;16.46;1
233892;17.83;1
233893;22.93;1
233894;31.63;1
233895;9.74;1
233896;12.41;1
233897;31.79;1
233923;4.33;1
233924;5.81;1
233925;9.15;1
233926;13.12;1
233927;19.06;1
233928;24.46;1
233929;17.95;1
233950;29.02;1
233951;40.60;1
233952;51.14;1
233953;18.33;1
233954;29.65;1
233955;41.22;1
233956;51.76;1
233958;23.80;1
233959;27.14;1
234000;78.53;1
234001;78.56;1
234002;81.26;1
234003;81.74;1
234004;83.09;1
234005;85.79;1
234007;94.64;1
234024;29.73;1
234025;23.80;1
234027;53.63;1
234029;73.35;1
234050;74.87;1
234051;98.72;1
234052;100.25;1
234053;101.78;1
234055;79.47;1
234056;103.31;1
234057;8.84;1
234058;11.60;1
234059;97.19;1
234062;7.67;1
234063;11.63;1
234064;11.44;1
234065;15.24;1
234066;21.43;1
234068;104.84;1
234142;86.28;1
234170;35.62;1
234171;36.95;1
234180;35.62;1
234181;36.95;1
234282;82.66;1
